trace,label,cause,evelabel
"check current inventory level , create purchase order , review purchase order , accept purchase order , reserve purchase funds , send purchase order to supplier , receive order invoice , receive order packing slip , record order packing slip , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , reserve purchase funds , send purchase order to supplier , receive order invoice , receive order packing slip , record order invoice , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , receive order invoice , record order invoice , reserve purchase funds , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , reserve purchase funds , send purchase order to supplier , receive order packing slip , record order packing slip , receive order invoice , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , reserve purchase funds , receive order packing slip , receive order invoice , record order packing slip , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order invoice , reserve purchase funds , receive order packing slip , record order packing slip , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , record order packing slip , reserve purchase funds , receive order invoice , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order invoice , record order invoice , reserve purchase funds , receive order packing slip , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , reserve purchase funds , send purchase order to supplier , receive order packing slip , record order packing slip , receive order invoice , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , reserve purchase funds , receive order invoice , receive order packing slip , record order packing slip , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , record order packing slip , receive order invoice , record order invoice , reserve purchase funds , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , reserve purchase funds , send purchase order to supplier , receive order invoice , record order invoice , receive order packing slip , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order invoice , reserve purchase funds , receive order packing slip , record order invoice , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , record order packing slip , reserve purchase funds , receive order invoice , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order invoice , receive order packing slip , reserve purchase funds , record order invoice , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , reserve purchase funds , record order packing slip , receive order invoice , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , record order packing slip , receive order invoice , reserve purchase funds , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , reserve purchase funds , receive order packing slip , record order packing slip , receive order invoice , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order invoice , receive order packing slip , record order invoice , reserve purchase funds , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , reserve purchase funds , send purchase order to supplier , receive order packing slip , receive order invoice , record order invoice , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , receive order invoice , record order packing slip , reserve purchase funds , record order invoice , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , accept purchase order , send purchase order to supplier , reserve purchase funds , receive order invoice , receive order packing slip , record order invoice , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"check current inventory level , create purchase order , review purchase order , reject purchase order , rework purchase order , review purchase order , accept purchase order , send purchase order to supplier , receive order packing slip , reserve purchase funds , receive order invoice , record order invoice , record order packing slip , release funds , issue payment to supplier",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
